gage,5.67,verb,pledge,N/A
accusation,5.69,noun,a claim that someone has done something wrong or illegal :a charge that someone has committed a fault or crime ,Investigators have made/brought/leveled accusations of corruption against a group of former officials.
fluorescent,5.71,adjective,producing light when electricity flows through a tube that is filled with a type of gas ,a fluorescent light/lamp
fungus,5.73,noun,"any one of a group of related plants (such as molds, mushrooms, or yeasts) that have no flowers and that live on dead or decaying things",N/A
chimney,5.74,noun,a part of a building through which smoke rises into the outside air,N/A
inconsistency,5.86,noun,the quality or fact of being inconsistent: such as,Police noticed inconsistency in his two statements.
hedge,5.86,verb,to surround (an area) with a hedge ,The garden is hedged by flowering shrubs.
neuron,5.93,noun,a cell that carries messages between the brain and other parts of the body and that is the basic unit of the nervous system :nerve cell,N/A
terrific,5.94,adjective,extremely good :excellent ,He makes terrific chili.
ominous,5.97,adjective,suggesting that something bad is going to happen in the future ,ominous clouds
skeptical,5.99,adjective,having or expressing doubt about something (such as a claim or statement) ,She's highly skeptical of/about the researchers' claims.
nasty,6.03,adjective,"very unpleasant to see, smell, taste, etc. ",She has a nasty habit of biting her fingernails.
gin,6.04,noun,a clear alcoholic drink that is flavored with juniper berries,N/A
glare,6.07,verb,"to shine with a harsh, bright light ",The sun glared down relentlessly.
morbidity,6.11,noun,the quality or state of being ,N/A
prostate,6.12,noun,prostate gland ,enlargement of the prostate
cop,6.14,verb,to get (something desirable) ,I managed to cop an invitation.
foresee,6.16,verb,to see or become aware of (something that has not yet happened) ,We couldn't have foreseen the consequences of our actions.
torment,6.26,verb,to cause (someone or something) to feel extreme physical or mental pain ,Flies tormented the cattle.
embark,6.29,verb,to begin a journey especially on a ship or airplane ,The troops are waiting to embark.
illuminate,6.33,verb,to supply (something) with light :to shine light on (something) ,Candles illuminate [=light] the church.
offend,6.33,verb,"to cause (a person or group) to feel hurt, angry, or upset by something said or done ",His comments about minority groups offended many of us.
fungal,6.41,adjective,"of, relating to, or caused by a fungus ",a fungal disease/infection
prolong,6.42,verb,to make (something) last or continue for a longer time ,Chemotherapy helped to prolong [=extend] her life.
implant,6.44,verb,to put (something) in a specified place ,The police obtained permission to implant [=plant] a recording device in the suspect's home.
uncover,6.45,verb,to remove a cover from (something) ,Uncover the pot.
chop,6.5,verb,"to cut (something) into pieces by hitting it with the sharp edge of an ax, knife, etc. ",She's in the kitchen chopping vegetables.
ping,6.51,verb,"to make the high, sharp sound of a small, hard object bouncing off metal or glass ",The engine in my car keeps pinging. [=(Brit) pinking]
diagnose,6.51,verb,"to recognize (a disease, illness, etc.) by examining someone ",The test is used to help in diagnosing heart disease.
translucent,6.53,adjective,not completely clear or transparent but clear enough to allow light to pass through ,Frosted glass is translucent.
crank,6.54,verb,to move (something) by turning a crank usually + up or down ,Will you crank up/down [=roll up/down] the window?
astute,6.55,adjective,having or showing an ability to notice and understand things clearly :mentally sharp or clever ,He is an astute observer of the current political scene.
clipping,6.59,noun,something (such as an article or a picture) that has been cut out of a newspaper or magazine ,a newspaper/magazine clipping
emit,6.66,verb,"to send (light, energy, etc.) out from a source ",The telescope can detect light emitted by distant galaxies.
certify,6.7,verb,"to say officially that something is true, correct, or genuine ",A judge must certify the contract.
celebrity,6.76,noun,the state of being famous or celebrated :fame ,The actress lived a life of celebrity.
antidote,6.77,noun,a substance that stops the harmful effects of a poison ,There is no antidote to/for this poison.
bacterium,6.77,noun,any one of a group of very small living things that often cause disease usually plural ,Keep the wound clean and dry to prevent the growth of bacteria.
flashlight,6.83,noun,a small electric light that can be carried in your hand and that runs on batteries ,N/A
shin,6.87,verb,shinny + up or down ,The sailor shinned up the mast.
inject,6.88,verb,to force a liquid medicine or drug into someone or something by using a special needle often + into ,The medicine is injected directly into the muscle.
swap,6.91,verb,to give something to someone and receive something in return :to trade or exchange (things) ,He swapped his cupcake for a candy bar.
clone,6.91,verb,"to make an exact copy of (a person, animal, or plant) :to make a clone of (something or someone) ",Do you think scientists should clone humans?
embarrass,6.92,verb,to make (someone) feel confused and foolish in front of other people ,Unexpected laughter embarrassed the speaker.
suppressor,6.98,noun,one that ,N/A
frustrate,6.98,verb,"to cause (someone) to feel angry, discouraged, or upset because of not being able to do something ",It frustrated him to miss so many games because of injuries.
pluck,7.01,verb,to pull (something) quickly to remove it ,My sister plucked a white hair from my head.
luminescence,7.01,noun,the creation of light by processes that do not involve heat,the luminescence of the watch
purgatory,7.01,noun,a state after death according to Roman Catholic belief in which the souls of people who die are made pure through suffering before going to heaven,the purgatory of drug abuse
candor,7.06,noun,"the quality of being open, sincere, and honest ",She spoke with candor about racism.
stifle,7.15,verb,to not allow yourself to do or express (something) ,trying to stifle a cry/yawn
stumble,7.15,verb,to hit your foot on something when you are walking or running so that you fall or almost fall :trip ,I stumbled on the uneven pavement.
poke,7.16,verb,to push your finger or something thin or pointed into or at someone or something ,He poked a stick at the snake. = He poked the snake with a stick.
crease,7.26,verb,"to fold, press, or crush (something, such as cloth or a piece of paper) so that a line or mark is formed :to put a crease in (something) ",a neatly creased pair of pants
unravel,7.29,verb,to cause the separate threads of something to come apart ,unravel the yarn
flick,7.37,verb,"to move (something) with a short, quick movement ",flick a switch
eureka,7.39,interjection,sed to express excitement when a discovery has been made ,He held up the gold and shouted â€œEureka! I have found it!â€ù
confide,7.41,verb,to tell (something that is secret or private) to someone you trust ,He confided that he was very unhappy with his job.
inkling,7.42,noun,"a slight, uncertain idea about something :a slight amount of knowledge about something usually singular ",I didn't have an inkling [=clue] of what it all meant.
excitable,7.43,adjective,easily excited ,an excitable dog/child
jumble,7.44,verb,to cause (things) to be mixed together in a way that is not neat or orderly often + together ,"Earrings, bracelets, and necklaces were all jumbled together in the box."
rampart,7.47,noun,"a tall, thick stone or dirt wall that is built around a castle, town, etc., to protect it from attacks usually plural ",The city's ramparts crumbled long ago.
exclaim,7.47,verb,to say (something) in an enthusiastic or forceful way ,â€œI won!â€ù she exclaimed.
jolt,7.49,verb,to cause (something or someone) to move in a quick and sudden way ,The explosion jolted the ship.
wrestle,7.5,verb,"to fight (someone) by holding and pushing instead of by hitting, kicking, or punching ",She wrestled him to the ground. [=she held on to him and forced him to fall to the ground]
philanthropist,7.65,noun,a wealthy person who gives money and time to help make life better for other people ,wealthy philanthropists
savor,7.78,verb,to enjoy the taste or smell of (something) for as long as possible ,He savored the aroma of the baking pies.
sou,7.82,noun,a small amount of money ,I'm not giving you anything. Not a sou.
beagle,7.84,noun,"a type of small dog used for hunting that has smooth black, brown, and white fur ",N/A
lunchtime,7.87,noun,the time in the middle of the day when people usually eat lunch ,It was nearly lunchtime when we got there.
brighten,7.88,verb,to add more light to (something) ,He brightened the picture on the television.
transgenic,7.95,adjective,being or used to produce an organism or cell of one species into which one or more genes of another species have been incorporated ,a transgenic mouse
telltale,8.23,adjective,indicating that something exists or has occurred ,The sauce had the telltale odor of garlic.
jellyfish,8.29,noun,a sea animal that has a very soft body and that can sting,N/A
swindle,8.3,verb,to take money or property from (someone) by using lies or tricks :cheat usually + out of ,He swindled elderly women out of their savings.
tarnish,8.48,verb,to become or cause (metal) to become dull and not shiny ,Silver tarnishes easily.
dangle,8.57,verb,to hang down loosely especially in a way that makes it possible to swing freely ,Let your arms dangle at your sides.
cyan,8.64,noun,a greenish-blue color ,N/A
vestment,9.15,noun,an outer garment,N/A
captivate,9.2,verb,"to attract and hold the attention of (someone) by being interesting, pretty, etc. ",The play has been captivating audiences for years.
fluoresce,9.24,verb,"to produce, undergo, or exhibit ",N/A
unsettle,9.3,verb,"to make (someone) nervous, worried, or upset ",Such a sudden change will unsettle her.
wham,9.42,interjection,"sed to imitate the sound of a loud, sudden noise or to say that something happened very quickly ",Wham! The wind slammed the door shut.
cheekbone,9.64,noun,a bone of the face that is located below the eye ,He suffered a broken cheekbone.
workhorse,9.66,noun,a dependable person who does a lot of work,N/A
doff,9.93,verb,to take off or remove (a hat or a piece of clothing) ,He doffed his cap as he introduced himself.
lawbreaker,10.23,noun,a person who does something that is not legal :a person who breaks the law ,He admitted to being a lawbreaker.
painkiller,10.49,noun,a drug that decreases or removes pain that you feel in your body ,I took some over-the-counter painkillers for my headache.
rumple,11.27,verb,to make (something) messy or wrinkled ,He rumpled her hair affectionately.
