irrevocable,6.74,adjective,not capable of being changed :impossible to revoke ,She has made an irrevocable decision.
tangle,6.64,verb,to become or cause (something) to become twisted together ,Don't tangle the yarn.
colloquial,6.61,adjective,used when people are speaking in an informal way ,a colloquial word/expression
scarf,6.59,verb,to eat (something) quickly ,I scarfed [=(chiefly Brit) scoffed] a big breakfast.
choke,6.58,verb,to become unable to breathe usually because something gets stuck in your throat or because the air is not good for breathing ,Chew your food well so you don't choke.
spice,6.57,verb,to flavor (food) with spices ,I spiced the chicken with ginger.
celery,6.54,noun,a vegetable that is grown for its long light green stems ,a stalk of celery
cherish,6.54,verb,to feel or show great love for (someone or something) ,She cherishes her friends/family.
advertise,6.52,verb,to make the public aware of something (such as a product) that is being sold ,They are advertising the new edition of the book.
ephemeral,6.5,adjective,lasting a very short time ,His fame turned out to be ephemeral. [=short-lived]
glossy,6.47,adjective,"having a shiny, smooth surface ",a glossy magazine cover
aberration,6.47,noun,something (such as a problem or a type of behavior) that is unusual or unexpected ,"For her, such a low grade on an exam was an aberration."
inconvenient,6.45,adjective,causing trouble or problems :not convenient ,The restaurant is in an inconvenient location.
inflexible,6.45,adjective,not flexible: such as,an inflexible judge
mattress,6.39,noun,a cloth case that is filled with material and used as a bed ,N/A
brisk,6.33,adjective,moving or speaking quickly :quick and efficient ,"a brisk, no-nonsense manager"
midland,6.28,geographical name,"U.S. city, Texas",N/A
evasion,6.27,noun,the act of avoiding something that you do not want to do or deal with :the act of evading something ,He was arrested for tax/draft evasion.
mundane,6.27,adjective,dull and ordinary ,"mundane chores, like washing dishes"
stride,6.23,verb,to walk with very long steps ,She strode across the room towards me.
peach,6.16,noun,"a round, sweet fruit that has white or yellow flesh, soft yellow or pink skin, and a large, hard seed at the center ","a ripe, juicy peach"
gorge,6.15,verb,to eat large amounts of food usually + on ,We gorged on chips and cookies.
perfume,6.13,verb,to fill or cover (something) with a pleasant smell ,Roses perfumed the air.
deceptive,6.13,adjective,intended to make someone believe something that is not true ,The article accuses the company of deceptive [=misleading] advertising.
syndicate,6.1,noun,a group of individuals or organizations combined to promote some common interest,A syndicate owns the company.
bleak,6.01,adjective,"not warm, friendly, cheerful, etc. ","The weather is bleak. [=cold, rainy, dark, etc.]"
crab,5.94,verb,to catch or try to catch crabs ,We crabbed in the bay on Saturday.
aversion,5.9,noun,a strong feeling of not liking something ,deep aversions
wrap,5.86,verb,to cover (something) by winding or folding a piece of material around it ,They were busy wrapping presents late on Christmas Eve.
retrospect,5.77,noun,when thinking about the past or something that happened in the past ,"In retrospect, I made the right decision."
miraculous,5.74,adjective,very wonderful or amazing like a miracle ,He made a miraculous recovery after the accident.
laundry,5.68,noun,"clothes, towels, sheets, etc., that need to be washed or that have been washed ",There's a pile of dirty laundry in the laundry basket.
twilight,5.67,noun,the light from the sky at the end of the day when night is just beginning ,The sun set and twilight fell.
monastic,5.66,adjective,of or relating to monks or monasteries ,a monastic community
cruise,5.65,verb,to travel on a boat or ship to a number of places as a vacation ,We cruised for a week down the Yangtze River.
garbage,5.64,noun,things that are no longer useful or wanted and that have been thrown out :trash ,The park was littered with garbage.
drawer,5.61,noun,a box that slides into and out of a piece of furniture (such as a desk) and that is used to store things ,the top/middle/bottom drawer of the desk/dresser
heroine,5.61,noun,a woman who is admired for great or brave acts or fine qualities ,The town remembered her as the heroine of the flood and erected a statue in her honor.
tile,5.58,verb,to cover (something) with tiles ,We hired him to tile the bathroom floor.
bless,5.56,verb,to make (something or someone) holy by saying a special prayer ,The priest blessed their marriage at the wedding.
albeit,5.38,conjunction,even though :although ,"She appeared on the show, albeit briefly."
exotic,5.36,adjective,"very different, strange, or unusual ",exotic colors/flavors
notorious,5.35,adjective,well-known or famous especially for something bad ,The coach is notorious for his violent outbursts.
indefinitely,5.34,adverb,for a period of time that might not end ,It's foolish to think that economic growth will continue indefinitely. [=forever]
democrat,5.33,noun,a person who believes in or supports democracy,a lifelong Democrat
morocco,5.29,geographical name,country in Africa,N/A
sentimental,5.25,adjective,"based on, showing, or resulting from feelings or emotions rather than reason or thought ",He has a sentimental attachment to his old high school.
weigh,5.25,verb,to find how heavy (someone or something) is :to measure the weight of (someone or something) ,She weighs herself every morning.
fountain,5.23,noun,"a device or structure that sends a stream of water into the air in a garden, park, etc. ",an elaborate marble fountain
headache,5.22,noun,an ache or pain in the head ,I'm starting to get a headache.
dissolve,5.14,verb,to mix with a liquid and become part of the liquid ,Sugar/salt dissolves in water.
terrace,5.08,noun,a flat area created on the side of a hill and used especially for growing crops ,rice growing in/on hillside terraces
abstraction,5.07,noun,the act of obtaining or removing something from a source :the act of abstracting something ,abstraction of data from hospital records
progression,5.06,noun,the process of developing over a period of time ,Doctors were surprised by the rapid progression of the disease.
incorporate,5.06,verb,to include (something) as part of something else ,This design incorporates the best features of our earlier models.
theatrical,5.05,adjective,of or relating to the theater ,theatrical costumes/ambitions
