morrow,5.32,noun,morning ,"äóìGood-night, good-night! parting is such sweet sorrow / That I shall say good-night till it be morrow.äóù "
dwell,5.31,verb,to live in a particular place ,a cave where bats dwell
tray,5.28,noun,"a thin, flat, and often rectangular piece of plastic, metal, wood, etc., that has a low rim and that is used for carrying things ",She carried the tray of food to our table.
dip,5.27,verb,to put (something) into a liquid and pull it out again quickly usually + in or into ,Lightly dip the paintbrush into the paint.
rivalry,5.27,noun,a state or situation in which people or groups are competing with each other ,There is a bitter/friendly rivalry between the two groups.
melt,5.15,verb,to change or to cause (something) to change from a solid to a liquid usually because of heat ,The butter melted in the frying pan.
weary,5.14,adjective,"lacking strength, energy, or freshness because of a need for rest or sleep :tired ",I need to rest my weary eyes.
comprise,5.1,verb,to be made up of (something) :to include or consist of (something) ,"Each army division comprised 4,500 troops."
amid,5.05,preposition,in or into the middle of (something) ,It was hard to hear amid all the cheering.
whence,5.04,adverb,from where ,They returned to the land whence they came.
endure,5.03,verb,to continue to exist in the same state or condition ,This tradition has endured [=lasted] for centuries.
